DATE,AREA,ITEMS,COST,RECEIPT FILE NAME,INFO,VALUE ADDED
2025-03-22,ATTIC,MISC,37.12,C:\Receipts\2025_03_22&24_garden.jpg,wood to fix attic and ant traps,false
2025-03-22,ATTIC,MISC,21.57,filename,anchors for attic entry,false
2025-03-15,BATH2,MISC,7.83,C:\Receipts\2025_03_15 shower_drain.jpg,shower drain,false
2025-03-08,FRONTYARD,PLANTS,10.5,C:\Receipts\2025_02_09.jpg,Parts to replace sprinkler valve,false
2025-03-07,FRONTYARD,PLANTS,5.89,C:\Receipts\2025_02_09.jpg,Parts for sprinkler valve replacement,false
2025-03-06,FRONTYARD,PLANTS,30.55,C:\Receipts\2025_03_06_sprinklerValve.pdf,Sprinker valve,false
2025-02-24,BACKYARD,FENCE,7.52,C:\Receipts\2025_02_09.jpg,Trellis for Carolina Jasmine,false
2025-02-09,BACKYARD,FENCE,20.43,C:\Receipts\2025_02_09.jpg,Trellis for Lilac,false
2025-01-05,KITCHEN,MISC,18.31,C:\Receipts\2025_01_05 fryer_Pan.jpg,fryer pan,false
2024-11-24,BACKYARD,GUTTERS,7.31,C:\Receipts\2024_11_17 downspout.jpg,caulking material for backyard downspout,false
2024-11-17,BACKYARD,GUTTERS,10.49,C:\Receipts\2024_11_17 downspout.jpg,inal downspout for backyard gutter,false
2024-10-16,LIVING ROOM,MISC,44.27,C:\Receipts\2024_10_08_filters.pdf,16X25X2 filters ( 4-pack) for HVAC sysytem,false
2024-10-03,BACKYARD,MISC,16.98,filename,,false
2024-10-03,LIVING ROOM,FLOOR,12.97,filename,tile cleaner,false
2024-09-22,KITCHEN,MISC,1283.72,filename,refrigerator,false
2024-09-22,FRONTYARD,PLANTS,30.09,filename,soil,false
2024-09-22,BACKYARD,PLANTS,11.9,filename,Vegetable 6-pack,false
2024-09-22,BACKYARD,PLANTS,23.64,filename,,false
2024-09-20,KITCHEN,OUTLETS,10.0,filename,kitchen outlet,false
2024-09-18,LIVING ROOM,PLANTS,22.28,filename,houseplant soil and fertilizer,false
2024-09-10,FRONTYARD,PLANTS,9.64,filename,lantana,false
2024-09-02,FRONTYARD,MISC,22.57,filename,wasp trap,false
2024-08-11,FRONTYARD,MISC,18.24,C:\Receipts\2024_08_11 solenoid.jpg,solenoid for siphon valve irrigation,false
2024-08-11,FRONTYARD,MISC,3.95,filename,bushing housing for solenoid and siphon valve,false
2024-08-05,FRONTYARD,MISC,5.74,C:\Receipts\2024_0805_stakes.jpg,Stakes for drip system,false
2024-08-04,FRONTYARD,MISC,6.92,filename,4 GPH drips,false
2024-08-04,FRONTYARD,MISC,14.87,filename,drippers,false
2024-08-03,FRONTYARD,MISC,24.36,filename,bark,false
2024-07-31,LIVING ROOM,MISC,179.0,C:\Receipts\ClarkNRush073124.pdf,Clark and Rush 2024 HVAC service,false
2024-07-22,KITCHEN,FRIG,370.68,C:\Receipts\refrig_invoice1_10288.pdf,Replaced fan in Kitchenaide refrigerator,false
2024-06-27,FRONTYARD,MISC,7.51,filename,wasp spray,false
2024-06-24,KITCHEN,MISC,13.96,filename,floor cleaner,false
2024-06-24,FRONTYARD,MISC,16.13,filename,wasp trap,false
2024-06-05,KITCHEN,MISC,15.06,filename,mop,false
2024-06-02,BATH1,WINDOWS,3.24,filename,window screen,false
2024-05-31,FRONTYARD,MISC,10.74,filename,weed killer,false
2024-05-31,BATH1,WINDOWS,19.13,filename,window screen,false
2024-05-30,FRONTYARD,MISC,22.9,filename,pest control,false
2024-05-23,LIVING ROOM,PLANTS,40.4,filename,houseplants,false
2024-05-21,FRONTYARD,PLANTS,48.49,filename,lavender,false
2024-05-21,BACKYARD,PLANTS,22.09,filename,fertilizer,false
2024-05-20,KITCHEN,MISC,30.98,filename,garbage bags,false
2024-05-18,BACKYARD,MISC,15.05,filename,pet odor eliminator,false
2024-05-04,LIVING ROOM,MISC,13.78,filename,HVAC filters,false
2024-05-04,LIVING ROOM,MISC,13.96,filename,ac filter,false
2024-05-03,FRONTYARD,PLANTS,11.32,C:\Receipts\2024_04_20 gloves.jpg,6 pack flowers,false
2024-05-03,KITCHEN,FRIG,38.78,filename,Water filters,false
2024-05-01,BACKYARD,PLANTS,9.34,filename,tomato plant,false
2024-04-26,BACKYARD,PLANTS,22.6,C:\Receipts\2024_04_20 gloves.jpg,soil,false
2024-04-25,BACKYARD,MISC,26.37,filename,weed killer,false
2024-04-21,FRONTYARD,MISC,16.9,filename,Flower pot for daisy,false
2024-04-20,GARAGE,MISC,39.19,filename,ant bait,false
2024-04-14,GARAGE,LIGHTS,29.08,filename,Etetale Solar Address Sign,false
2024-04-11,BACKYARD,PLANTS,29.95,filename,veggies,false
2024-04-10,FRONTYARD,PLANTS,13.47,filename,hydro,false
2024-04-10,FRONTYARD,MISC,4.27,filename,soil,false
2024-04-09,FRONTYARD,MISC,27.97,filename,black rock,false
2024-03-21,FRONTYARD,MISC,13.34,filename,black pavers,false
2024-03-16,FRONTYARD,MISC,110.98,C:\Receipts\2024_03_16 rocks.jpg,rocks,false
2024-03-13,FRONTYARD,PLANTS,10.76,C:\Receipts\2024_03_13 lawn convert.jpg,mulch black,false
2024-03-12,FRONTYARD,MISC,478.41,C:\Receipts\2024_03_12 rocks.jpg,rocks,false
2024-03-11,LIVING ROOM,PLANTS,9.63,filename,soil,false
2024-03-09,FRONTYARD,MISC,7.97,C:\Receipts\2024_03_13 lawn convert.jpg,drip system,false
2024-03-08,FRONTYARD,MISC,8.14,C:\Receipts\2024_03_13 lawn convert.jpg,drip system,false
2024-03-07,FRONTYARD,PLANTS,26.94,C:\Receipts\2024_03_07 plants.jpg,plants,false
2024-03-07,FRONTYARD,MISC,1.06,C:\Receipts\2024_03_13 lawn convert.jpg,drip system,false
2024-03-07,FRONTYARD,MISC,58.85,C:\Receipts\2024_03_13 lawn convert.jpg,drip system,false
2024-03-06,FRONTYARD,MISC,30.7,C:\Receipts\2024_03_07 plants.jpg,tarp,false
2024-03-06,FRONTYARD,MISC,44.09,C:\Receipts\2024_03_07 plants.jpg,pvc pipe,false
2024-03-05,FRONTYARD,PLANTS,17.13,C:\Receipts\2024_03_07 plants.jpg,,false
2024-03-05,FRONTYARD,MISC,17.22,filename,stapes,false
2024-02-25,FRONTYARD,MISC,126.58,C:\Receipts\2024_02_25 sod cutter.jpg,sod cutter rental,false
2024-02-24,BACKYARD,PLANTS,14.55,C:\Receipts\2024_02_05 toilet rep.jpg,jasmine,false
2024-02-11,BACKYARD,MISC,21.53,filename,,false
2024-02-06,BATH1,TOILET,4.48,filename,gasket,false
2024-02-05,BATH1,TOILET,104.04,C:\Receipts\2024_02_05 toilet rep.jpg,new toilet,false
2024-01-28,BACKYARD,MISC,10.74,filename,soil,false
2023-12-27,LIVING ROOM,PLANTS,7.51,filename,potting mix,false
2023-12-24,LIVING ROOM,FLOOR,7.51,filename,floor scrub,false
2023-12-23,LIVING ROOM,PLANTS,12.98,C:\Receipts\2023_12_5 smoke.jpg,house plant,false
2023-12-05,BDRM1,MISC,18.19,C:\Receipts\2023_12_5 smoke.jpg,smoke alarm,false
2023-12-03,GARAGE,MISC,1.49,filename,,false
2023-11-28,FRONTYARD,OUTLETS,4.28,C:\Receipts\2023_11_05 ladder.jpg,xmas extension,false
2023-11-21,FRONTYARD,MISC,32.78,C:\Receipts\2023_11_05 ladder.jpg,xmas decor,false
2023-11-05,FRONTYARD,MISC,75.3,C:\Receipts\2023_11_05 ladder.jpg,8 ft ladder,false
2023-10-28,GARAGE,OUTLETS,7.27,C:\Receipts\2023_11_05 ladder.jpg,,false
2023-10-26,BACKYARD,PLANTS,16.1,C:\Receipts\2023_10_27 plants.jpg,bulbs,false
2023-10-24,BACKYARD,MISC,49.45,C:\Receipts\2023_10_27 plants.jpg,dog spray soil,false
2023-10-23,BACKYARD,PLANTS,5.95,C:\Receipts\2023_10_27 plants.jpg,lantana,false
2023-10-19,LIVING ROOM,PLANTS,21.51,filename,indoor plants,false
2023-09-24,HALLWAY,MISC,8.49,filename,first aid kit,false
2023-09-16,FRONTYARD,PLANTS,17.85,C:\Receipts\2023_10_27 plants.jpg,,false
2023-09-12,LIVING ROOM,PLANTS,20.43,C:\Receipts\2023_08_30 plants.jpg,,false
2023-09-12,BDRM2,MISC,4.29,C:\Receipts\2023_08_30 plants.jpg,spray bottle,false
2023-09-02,BACKYARD,MISC,21.93,C:\Receipts\2023_08_30 plants.jpg,wood,false
2023-08-30,BATH2,TOILET,238.0,filename,bidet and ext cord from Amazon,false
2023-08-30,BDRM2,MISC,12.12,C:\Receipts\2023_08_30 plants.jpg,new hose for toilet,false
2023-08-28,BACKYARD,PLANTS,20.36,C:\Receipts\2023_08+25 Toilet.jpg,,false
2023-08-28,BACKYARD,PLANTS,15.03,C:\Receipts\2023_08+25 Toilet.jpg,,false
2023-08-27,FRONTYARD,PLANTS,3.18,C:\Receipts\2023_08+25 Toilet.jpg,,false
2023-08-25,BATH2,MISC,101.29,C:\Receipts\2023_08+25 Toilet.jpg,toilet,false
2023-08-09,LIVING ROOM,MISC,13.44,filename,sweeper,false
2023-08-08,FRONTYARD,PLANTS,20.31,C:\Receipts\2023_08+25 Toilet.jpg,,false
2023-07-14,BACKYARD,MISC,5.68,C:\Receipts\2023_07_10 Canna.jpg,,false
2023-07-10,BACKYARD,PLANTS,9.68,C:\Receipts\2023_07_10 Canna.jpg,,false
2023-07-06,BACKYARD,PLANTS,30.71,filename,canna lily,false
2023-06-29,BACKYARD,MISC,30.54,C:\Receipts\2023_06_29 Pet Odor.jpg,odor remover,false
2023-06-28,KITCHEN,MISC,30.31,filename,camera for Gigi,false
2023-06-28,KITCHEN,MISC,13.38,filename,2 64g card for Gigi camera,false
2023-06-27,BACKYARD,MISC,40.86,C:\Receipts\2023_06_29 Pet Odor.jpg,mulch and garden hose,false
2023-06-26,BACKYARD,PLANTS,18.0,C:\Receipts\2023_06_29 Pet Odor.jpg,cactus soil,false
2023-06-25,BDRM3,WINDOWS,96.94,C:\Receipts\2023_06_29 Pet Odor.jpg,window tinting 3,false
2023-06-22,FRONTYARD,PLANTS,10.24,C:\Receipts\2023_06_29 Pet Odor.jpg,plant,false
2023-06-19,BACKYARD,MISC,10.09,filename,bolt for fence gate,false
2023-06-11,BACKYARD,MISC,133.36,C:\Receipts\2023_06_07 cord sleeve.jpg,artificial grass for dog,false
2023-06-11,FRONTYARD,MISC,50.6,filename,smart sprinkler controller,false
2023-06-08,LIVING ROOM,OUTLETS,4.53,C:\Receipts\2023_06_07 cord sleeve.jpg,cord sleeve,false
2023-06-08,BACKYARD,PLANTS,20.45,C:\Receipts\2023_06_07 cord sleeve.jpg,,false
2023-06-07,LIVING ROOM,OUTLETS,13.57,C:\Receipts\2023_06_07 cord sleeve.jpg,cord sleeves,false
2023-06-05,BACKYARD,MISC,15.58,C:\Receipts\2023_06_07 cord sleeve.jpg,concrete patch for outer corner wall,false
2023-06-05,LIVING ROOM,MISC,12.22,filename,,false
2023-06-04,BDRM3,MISC,54.46,C:\Receipts\2023_06_01 water wand.jpg,repairs and paint for bedroom wall,false
2023-06-03,FRONTYARD,PLANTS,9.7,C:\Receipts\2023_06_01 water wand.jpg,,false
2023-05-31,BDRM3,PLANTS,19.39,filename,,false
2023-05-31,FRONTYARD,MISC,64.64,filename,solar camera,false
2023-05-31,FRONTYARD,MISC,12.92,filename,128G SD card for solar camera,false
2023-05-29,FRONTYARD,PLANTS,13.99,C:\Receipts\2023_06_01 water wand.jpg,water wand,false
2023-05-28,LIVING ROOM,MISC,46.03,C:\Receipts\2023_05_28 Plants.jpg,drain cleaner,false
2023-05-27,FRONTYARD,PLANTS,13.99,C:\Receipts\2023_05_28 Plants.jpg,plants for pots,false
2023-05-27,BACKYARD,MISC,64.64,filename,solar camera,false
2023-05-27,BACKYARD,MISC,12.92,filename,128g SD card for solar camera,false
2023-05-26,BACKYARD,PLANTS,15.8,C:\Receipts\2023_05_28 Plants.jpg,potted plants,false
2023-05-25,BACKYARD,MISC,36.49,C:\Receipts\2023_05_28 Plants.jpg,fence springs,false
2023-05-23,FRONTYARD,MISC,17.24,C:\Receipts\2023_05_28 Plants.jpg,mulch,false
2023-05-20,BATH1,SINK,33.22,filename,faucet,false
2023-05-10,BACKYARD,PLANTS,2.44,C:\Receipts\2023_04_30 Tomato.jpg,,false
2023-05-10,ROOF,MISC,32.28,C:\Receipts\2023_05_10 AC & Dog Enc.jpg,roof shingles and glue,false
2023-05-10,FRONTYARD,PLANTS,57.65,C:\Receipts\2023_05_10 AC & Dog Enc.jpg,soil,false
2023-05-09,BACKYARD,MISC,33.45,C:\Receipts\2023_05_10 AC & Dog Enc.jpg,gravel,false
2023-05-07,BATH1,MISC,15.99,filename,curtains,false
2023-05-04,BACKYARD,MISC,26.85,C:\Receipts\2023_05_10 AC & Dog Enc.jpg,screws and air cleaner,false
2023-05-03,BACKYARD,MISC,72.64,C:\Receipts\2023_05_10 AC & Dog Enc.jpg,wood structure for AC and dog,false
2023-05-03,FRONTYARD,PLANTS,10.2,C:\Receipts\2023_05_10 AC & Dog Enc.jpg,lawn grass seeds,false
2023-05-03,BATH1,MISC,15.99,filename,curtains,false
2023-04-30,FRONTYARD,MISC,28.47,C:\Receipts\2023_04_30 Tomato.jpg,black mulch,false
2023-04-30,BACKYARD,MISC,10.75,filename,weed digger tool,false
2023-04-28,BACKYARD,PLANTS,27.55,C:\Receipts\2023_04_30 Tomato.jpg,annual herb and vegies,false
2023-04-06,LIVING ROOM,PLANTS,18.26,filename,indoor plants,false
2023-04-04,GARAGE,MISC,60.62,C:\Receipts\2023_03_19 Paint.jpg,handtruck,false
2023-03-29,FRONTYARD,PLANTS,21.47,C:\Receipts\2023_03_19 Paint.jpg,flowers,false
2023-03-19,BACKYARD,MISC,41.51,C:\Receipts\2023_03_19 Paint.jpg,paint exterior,false
2023-03-18,BACKYARD,FENCE,114.05,C:\Receipts\2023_03_18 lattice.jpg,lattace,false
2023-03-18,BACKYARD,FENCE,18.17,C:\Receipts\2023_03_18 lattice.jpg,nails and seeds,false
2023-03-18,FRONTYARD,PLANTS,3.52,C:\Receipts\2023_03_18 lattice.jpg,top soil,false
2023-03-17,BACKYARD,FENCE,13.96,C:\Receipts\2023_03_18 lattice.jpg,13.96,false
2023-03-13,BACKYARD,MISC,15.39,C:\Receipts\2023_03_13 const screws.jpg,connector screww,false
2023-03-11,BACKYARD,MISC,23.6,C:\Receipts\2023_03_13 const screws.jpg,brackets for fence posts,false
2023-03-08,FRONTYARD,PLANTS,24.75,C:\Receipts\2023_03_13 const screws.jpg,lawn fertilizer,false
2023-03-08,BACKYARD,MISC,38.34,C:\Receipts\2023_03_13 const screws.jpg,outside wall paint,false
2023-03-07,FRONTYARD,MISC,5.37,C:\Receipts\2023_03_13 const screws.jpg,bucket for concrete,false
2023-03-07,FRONTYARD,MISC,18.26,C:\Receipts\2023_03_13 const screws.jpg,gloves,false
2023-03-07,LIVING ROOM,MISC,10486.0,filename,HVAC replacement by Clarke and Rush,false
2023-03-06,FRONTYARD,MISC,10.09,C:\Receipts\2023_02_17 lumber.jpg,cement,false
2023-03-03,BACKYARD,MISC,66.81,filename,auger rental,false
2023-03-02,BACKYARD,PLANTS,23.17,C:\Receipts\2023_02_17 lumber.jpg,Iris,false
2023-03-01,FRONTYARD,MISC,7.08,C:\Receipts\2023_02_17 lumber.jpg,drippers,false
2023-02-17,BACKYARD,FENCE,46.57,C:\Receipts\2023_02_17 lumber.jpg,lumber for dog fence,false
2023-02-08,KITCHEN,OUTLETS,1.81,C:\Receipts\2023_01_25 DAP concrete.jpg,kitchen wall plate,false
2023-02-04,BACKYARD,MISC,21.49,C:\Receipts\2023_01_25 DAP concrete.jpg,hardware for pergola,false
2023-02-01,KITCHEN,OUTLETS,28.53,C:\Receipts\2023_01_25 DAP concrete.jpg,replace kitchen outlet microwave,false
2023-01-31,FRONTYARD,PLANTS,4.92,C:\Receipts\2023_01_25 DAP concrete.jpg,soil for front yard,false
2023-01-31,BACKYARD,MISC,104.95,C:\Receipts\2023_01_25 DAP concrete.jpg,roof tops for pergola,false
2023-01-26,BACKYARD,MISC,16.12,C:\Receipts\2023_01_25 DAP concrete.jpg,concrete for outside walls,false
2023-01-25,BACKYARD,MISC,24.18,C:\Receipts\2023_01_25 DAP concrete.jpg,liquid cement for outside walls,false
2023-01-21,KITCHEN,WALLS,27.42,C:\Receipts\2023_01_10 kitchen.jpg,snip for tiles,false
2023-01-20,KITCHEN,WALLS,70.0,filename,Amazon backsplash tiles,false
2023-01-17,KITCHEN,MISC,71.01,C:\Receipts\2023_01_10 kitchen.jpg,kitchen cabinet,false
2023-01-13,KITCHEN,MISC,63.36,C:\Receipts\2023_01_10 kitchen.jpg,kitchen cabinets,false
2023-01-12,KITCHEN,MISC,79.53,C:\Receipts\2023_01_10 kitchen.jpg,kitchen cabinets,false
2023-01-10,KITCHEN,MISC,32.48,C:\Receipts\2023_01_10 kitchen.jpg,cabinet door handles,false
2023-01-08,KITCHEN,MISC,43.01,C:\Receipts\2023_01_08 cabinets.jpg,wood molding,false
2023-01-08,KITCHEN,MISC,43.56,C:\Receipts\2023_01_08 cabinets.jpg,paint,false
2023-01-05,KITCHEN,MISC,40.84,C:\Receipts\2023_01_08 cabinets.jpg,door knobs,false
2023-01-05,LIVING ROOM,MISC,56.74,filename,Air Filters for HVAC system,false
2023-01-04,BATH1,DOOR,72.03,filename,Black door knobs for right side of house,false
2023-01-02,KITCHEN,MISC,24.53,C:\Receipts\2023_01_08 cabinets.jpg,adhesive,false
2022-12-31,LIVING ROOM,FLOOR,17.72,filename,floor care,false
2022-12-30,KITCHEN,CLOSET,15.57,filename,longer bolts,false
2022-12-29,KITCHEN,MISC,46.27,C:\Receipts\2022_11_23 xmas.jpg,kitchen cabinet resurface,false
2022-12-29,BATH2,TOILET,15.07,filename,Blue cover for toilet tank,false
2022-12-24,LIVING ROOM,MISC,22.76,filename,Couch covers,false
2022-12-20,LIVING ROOM,FLOOR,140.0,filename,floor scrubber and scrub pads,false
2022-12-20,BDRM3,MISC,34.47,filename,3 pack light switch for Luis office,false
2022-12-20,LIVING ROOM,OUTLETS,10.7,filename,Light switech or recptable cover plate(black),false
2022-12-20,LIVING ROOM,LIGHTS,10.99,filename,ENERLITES Toggle Light Switch Wall Plate,false
2022-12-18,KITCHEN,MISC,19.71,C:\Receipts\2022_11_23 xmas.jpg,kitchen cabinet resurface,false
2022-12-17,GARAGE,MISC,31.48,C:\Receipts\2022_11_23 xmas.jpg,pest control,false
2022-12-15,LIVING ROOM,LIGHTS,10.99,filename,ENERLITES Toggle Light Switch Wall Plate,false
2022-12-12,LIVING ROOM,OUTLETS,5.99,filename,ENERLITES Double Duplex Wall Plate,false
2022-12-12,LIVING ROOM,OUTLETS,5.99,filename,ENERLITES Double Duplex Wall Plate,false
2022-12-12,LIVING ROOM,OUTLETS,7.58,filename,ENERLITES Double Duplex Wall Plate,false
2022-12-09,BACKYARD,MISC,32.26,C:\Receipts\2022_11_23 xmas.jpg,staple gun,false
2022-12-07,BATH2,OUTLETS,14.99,filename,Blue Marble Light Switch Cover-Single,false
2022-12-07,BATH1,OUTLETS,13.99,filename,White Marble Light Switch Cover--Double,false
2022-12-07,BATH1,OUTLETS,13.99,filename,White Marble Light Switch Cover--Single,false
2022-12-05,BATH2,OUTLETS,16.99,filename,Blue Marble Light Switch Cover,false
2022-12-05,FRONTYARD,PLANTS,53.88,C:\Receipts\2022_11_17 Sewer.jpg,maple tree,false
2022-12-04,LIVING ROOM,MISC,16.11,C:\Receipts\2022_11_17 Sewer.jpg,indoor potting mix,false
2022-11-29,BATH1,LGHTS,22.77,filename,smart switches for both bathrooms,false
2022-11-25,FRONTYARD,LIGHTS,19.38,filename,extra battery for ring doorbell & camera,false
2022-11-23,FRONTYARD,OUTLETS,20.0,C:\Receipts\2022_11_23 xmas.jpg,outdoor extension,false
2022-11-17,BATH1,SINK,12.09,filename,black towel holder ring,false
2022-11-12,BATH1,TOILET,8.33,filename,toilet paper holder,false
2022-11-03,FRONTYARD,MISC,252.87,filename,Christmas tree outdoors,false
2022-10-26,FRONTYARD,LIGHTS,15.4,filename,lights for front door outside light,false
2022-10-25,LIVING ROOM,MISC,89.5,filename,yearly heater inspection,false
2022-10-25,BATH1,LIGHTS,23.36,filename,black vanity light fisture,false
2022-10-23,FRONTYARD,MISC,37.71,C:\Receipts\2022_10_23 Spinners.jpg,wind spinner,false
2022-10-21,BACKYARD,MISC,50.0,filename,patio pergola cover,false
2022-10-20,BATH2,TOILET,15.79,C:\Receipts\2022_10_23 Spinners.jpg,,false
2022-10-20,FRONTYARD,GUTTERS,25.0,filename,Rain chain for gutter from Amazon,false
2022-10-17,FRONTYARD,LIGHTS,18.0,filename,front garage,false
2022-10-16,BACKYARD,MISC,12.92,C:\Receipts\2022_10_23 Spinners.jpg,wood for grape trellis,false
2022-10-14,LIVING ROOM,MISC,16.27,filename,wifi extender,false
2022-10-13,GARAGE,LIGHTS,19.33,filename,smart bulb for garage outside garage lights,false
2022-10-09,BACKYARD,PLANTS,6.47,C:\Receipts\2022_10_23 Spinners.jpg,canna lily plant,false
2022-10-08,BACKYARD,MISC,74.49,C:\Receipts\2022_10_08 ext cord.jpg,grill cover,false
2022-10-05,ROOF,GUTTERS,39.5,C:\Receipts\2022_10_08 ext cord.jpg,,false
2022-09-23,GARAGE,MISC,27.87,filename,wrokbench light,false
2022-09-11,FRONTYARD,PLANTS,8.04,C:\Receipts\2022_10_08 ext cord.jpg,,false
2022-09-11,BACKYARD,PLANTS,20.38,C:\Receipts\2022_10_08 ext cord.jpg,,false
2022-09-08,BACKYARD,MISC,50.79,filename,cloth dry rack,false
2022-09-04,FRONTYARD,MISC,40.0,filename,rain barrel,false
2022-08-28,FRONTYARD,MISC,9.14,C:\Receipts\2022-08_14 yard.jpg,rain drip coupler,false
2022-08-28,FRONTYARD,MISC,2.74,filename,rain drip coupler,false
2022-08-27,FRONTYARD,MISC,53.28,C:\Receipts\2022-08_14 yard.jpg,tarp,false
2022-08-27,FRONTYARD,MISC,21.6,filename,mulch 6 bags,false
2022-08-14,FRONTYARD,MISC,24.17,C:\Receipts\2022-08_14 yard.jpg,pots,false
2022-07-23,BACKYARD,MISC,16.1,C:\Receipts\2022_07_15 Hose.jpg,buckets,false
2022-07-19,FRONTYARD,MISC,35.54,C:\Receipts\2022_07_15 Hose.jpg,garden hose,false
2022-07-15,FRONTYARD,PLANTS,23.72,C:\Receipts\2022_07_15 Hose.jpg,,false
2022-07-07,BACKYARD,MISC,6.93,C:\Receipts\2022_07_04 raindrip.jpg,,false
2022-07-04,BACKYARD,MISC,8.52,C:\Receipts\2022_07_04 raindrip.jpg,,false
2022-06-30,BACKYARD,MISC,12.62,C:\Receipts\2022_07_04 raindrip.jpg,,false
2022-06-26,BACKYARD,MISC,16.77,C:\Receipts\2022_06_20 rain drip.jpg,,false
2022-06-25,BACKYARD,MISC,61.39,C:\Receipts\2022_06_20 rain drip.jpg,rain drip system for backyard,false
2022-06-21,FRONTYARD,MISC,10.73,C:\Receipts\2022_06_20 rain drip.jpg,,false
2022-06-20,FRONTYARD,MISC,16.67,C:\Receipts\2022_06_20 rain drip.jpg,fertilizer,false
2022-06-16,BATH2,SINK,87.23,C:\Receipts\2022_6_19 Bath fixture.jpg,replacement sink vanity fixture,false
2022-06-15,BATH2,MISC,9.0,C:\Receipts\2022_6_19 Bath fixture.jpg,toilet sink valve,false
2022-06-12,BDRM3,WALLS,9.0,C:\Receipts\2022_6_19 Bath fixture.jpg,wall finishing nails,false
2022-06-11,BACKYARD,MISC,10.01,C:\Receipts\2022_6_19 Bath fixture.jpg,,false
2022-06-05,BACKYARD,FENCE,33.44,C:\Receipts\2022_06_08 Fence gate hardware.jpg,fence gate hardware,false
2022-06-04,BACKYARD,FENCE,54.05,C:\Receipts\2022_06_04 Fenc Gate.jpg,redwood panels for fence,false
2022-06-04,BACKYARD,MISC,27.44,C:\Receipts\2022_06_08 Fence gate hardware.jpg,Mulch,false
2022-05-28,BACKYARD,PLANTS,8.53,C:\Receipts\2022_05_15 grass.jpg,plant,false
2022-05-28,FRONTYARD,MISC,23.92,C:\Receipts\2022_06_08 Fence gate hardware.jpg,twin pack rotor with nozzle,false
